Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bangladesh,BGD,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,49.77802922,61.17424806,57.9552893,51.85880272,42.33526297,35.19492273,46.32611094,40.48197072,37.54657102,33.67840844,43.35286462,52.01888049,39.47005591,35.10561252,43.21462775,40.95410461,34.78334529,24.45570733,24.88630439,13.26138542,12.62320169,10.74585427,12.00583458,10.93963662,9.745910158,9.169056255,8.551285267,11.38801593,10.57026769,8.015014883,5.773638143,6.301485078,6.694084277,4.418107055,4.276898107,3.634442633,5.420291689,5.957211669,5.048738665,5.36860727,4.971334778,6.380784537,4.496760671,6.543222798,8.981127864,5.723827453,
Bulgaria,BGR,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,1.688563681,7.910044279,1.916317268,3.098150612,4.29204663,5.184569051,4.182350419,3.546311962,6.649863575,5.109284635,1.862023342,3.142333149,0.242474472,-0.073367222,-0.042774223,1.482649842,1.223320811,1.13000301,1.669163735,1.281608262,1.207887004,1.558531684,1.68472776,2.249972083,0.647443118,0.517221723,0.794656498,0.786694938,1.65444244,0.515700271,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,0.097215352,0.06848317,0.097560972,0.091771498,0.117161713,0.108917097,0.105095546,0.065940578,0.713270813,0.046113306,0.105013766,0.038521728,0.085733258,0.193915413,0.153068667,0.139938143,0.167882774,0.06672265,0.054353734,0.218778026,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.29845859,28.71902039,17.42971067,14.37056203,11.45479193,8.824520184,9.451985931,6.663169586,6.325992701,6.258341889,3.897063503,4.719388808,5.61045777,5.724651519,5.657345156,5.111196528,5.724332465,3.899960187,4.713842047,3.97430871,2.896514272,3.877761802,4.222398393,4.140354864,
Belarus,BLR,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333183991,0.319382093,0.281656244,0.26457558,0.314561693,0.354828027,0.240501888,0.199973179,0.214578692,0.256036854,0.29236219,-0.067970836,-0.63460616,0.266788748,0.466580218,2.134274747,-0.530741914,
Belize,BLZ,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,8.660435899,14.19417495,15.03280192,12.60671116,10.85974825,10.55905237,11.26300137,7.002251675,7.497850343,8.490720691,9.243999997,5.371237188,5.953880975,3.396980575,3.382979202,9.202434139,2.484345799,3.387804378,3.363987853,1.698822143,0.913762144,1.421962021,0.873036802,2.196546767,2.070121895,2.931861202,2.490402985,1.9948486,2.282276524,4.245123689,2.88643528,2.199377699,2.802158339,2.70119252,2.582688111,2.576535691,7.158762771,5.793141437,
Bermuda,BMU,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,7.794514491,8.17778289,10.79567855,9.350787063,12.4091402,8.189920783,9.632301196,13.38843762,11.77725737,14.48194278,21.50633334,23.3038671,36.19739502,36.94819553,35.83333396,34.4491707,41.91488098,33.15862876,34.69111812,37.52874875,38.61864911,26.65588951,22.07006044,22.19513226,17.44196464,29.23740708,25.22485119,31.49017289,25.31418306,16.14665466,19.74772143,8.776716491,8.845019466,10.09018138,7.862119691,5.515055123,5.660750828,5.345085474,4.584001434,6.019693625,6.031528463,7.271725334,5.379791219,5.474566178,3.931784519,4.271975468,
Brazil,BRA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,0.782182902,0.518636841,0.362796679,0.413390743,0.308005483,0.229379315,0.584287307,0.446760371,0.341111044,0.506230624,0.28573831,0.484044314,0.96889255,0.66777581,0.611000089,0.425846797,0.505437302,-0.635030584,0.42490213,0.474319185,0.339515749,0.308576202,0.233589875,0.261561386,0.165440596,0.267276967,0.260069651,0.279593,0.263894878,0.16892825,0.168842916,0.070673448,0.163285919,0.167900313,0.169773564,0.137278129,0.209501238,0.334684617,0.300755918,0.237763097,0.34353484,0.255745021,0.090703708,0.130276369,0.077158891,0.212043247,0.279919508,
Barbados,BRB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,0.633690069,0.805607345,1.051597966,1.567248147,2.911630234,2.633532649,2.250924175,1.566938279,1.719785878,2.100003399,1.481532624,2.405765513,1.330593324,1.146426205,1.530250087,1.252671968,2.185101058,0.718893446,0.809465411,0.584914371,0.652175675,0.235985111,0.111710796,0.245641028,0.255670563,0.17470132,0.595781939,0.323705467,0.046568259,0.481554763,0.43209003,1.211416644,-0.038841304,0.109605371,0.020443876,0.296008883,1.174225942,1.480981289,-0.02690264,-0.034249717,0.691910174,0.323065754,0.471071746,0.616238371,,,,,,,,,,,,
Brunei Darussalam,BRN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.61833069,15.60179146,9.46012607,13.79357032,9.498644565,8.324016618,12.07485169,10.65304525,10.32031512,7.059015845,3.59975639,8.095787794,7.194212878,12.00592274,14.81432283,10.54555168,
Botswana,BWA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,20.35144314,15.25925577,12.74674598,14.77746602,14.91253739,11.04013939,10.17010809,12.5409316,10.80269266,10.57054267,11.37519101,9.97545927,10.88411943,8.451265367,8.327386457,5.78809826,5.446024852,4.741692584,6.361691851,3.996541437,3.495128452,2.905969329,3.883132939,3.531479183,1.972148538,1.003959656,1.092700218,1.218972115,0.736149446,0.960101108,1.013138578,1.427182748,1.753099476,10.39162672,4.72508362,2.026492061,1.337481651,0.785914332,1.063976962,1.021517663,0.745295105,1.074515356,1.290334858,0.934307815,0.76324483,1.028626934,1.004534825,
Central African Republic,CAF,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,25.29138417,24.47715878,32.78752361,33.44849654,41.93684621,33.33812939,36.22290308,55.14004293,35.83206533,37.76869053,48.12803299,58.26868946,53.64787716,57.54683049,51.88723298,48.82005107,54.82811283,62.73101649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007270308,0.134749054,0.073891213,0.132892603,0.079453725,0.04159693,0.042687316,0.061767937,0.107013526,0.074960928,0.038415574,0.027528368,0.024530701,0.031642662,0.019978608,0.025089146,0.024102979,0.016616713,,,,,,,,,,,,
Switzerland,CHE,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,4.824658547,0.448172046,0.328029384,0.090189494,-0.49486754,-0.090311007,0.005260641,-0.010836527,0.14110835,0.168514739,0.789048873,0.055367534,0.390433819,0.594103586,0.63792005,0.958460556,1.036868681,0.958077919,1.184572463,0.917328145,0.734542821,0.797673488,0.482177749,0.41606472,0.316542543,0.191829483,0.219961172,-0.028460274,0.282679375,0.141519353,0.340224157,0.153691618,0.139148735,0.114597947,0.114843416,0.206893573,0.144455845,0.113495428,0.072272419,0.239537777,0.063896222,0.212470118,0.073692407,,,,,
China,CHN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,2.678368583,3.183852175,2.938826579,2.272947386,2.874685045,3.437124202,3.713266918,3.799044381,4.172351392,3.355866098,3.77467601,3.078530597,2.64674472,2.275045535,1.527415087,1.801047051,2.051588562,1.694557282,0.928442309,0.716408931,0.64724082,0.311947094,0.295180603,0.255410157,0.150562773,0.141714986,0.105948222,0.098453641,0.041948252,-0.029566494,-0.008474906,-0.027555678,-0.038379059,-0.013443815,-0.035590382,-0.039307617,-0.024378793,-0.021643374,-0.020874846,-0.015945717,
Cote d'Ivoire,CIV,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.110656996,2.904514631,1.7781911,5.362021647,22.06828937,7.092527966,13.46486607,22.17568001,9.663057471,6.944756771,5.179349142,5.098614887,6.058830466,6.332131718,7.853295975,10.47909532,8.177148651,
Cameroon,CMR,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,16.25933327,11.92687868,15.01379545,10.37606002,8.600513427,9.729715481,5.67403326,8.380009922,5.634818431,7.381290436,6.989270227,10.46807855,17.40943839,14.61167202,19.31981793,25.77959028,22.5053207,38.86772828,21.84687698,14.10669828,15.99640254,17.95077012,15.21510043,12.45867766,13.85193254,17.14349767,22.34351879,17.26793675,8.307788673,34.0834886,29.57038655,6.51267315,9.371898199,8.051540625,7.042369596,6.778445492,7.809904914,8.133412678,7.898520416,9.65632828,14.99097521,12.43162958,12.77006088,17.04346405,11.37970565,
"Congo, Dem. Rep.",COD,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35170608,57.38567187,19.53674752,19.93613784,31.2022044,29.19830611,42.28018118,23.57151532,15.72893149,14.54473839,18.579554,14.13962451,16.19590958,12.85600893,15.26451207,21.11515083,14.53013853,
"Congo, Rep.",COG,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,13.39244556,13.27421249,7.628312181,4.888004718,6.051917586,6.898317789,8.449205849,4.955496631,7.64076118,11.10757948,6.202634434,6.515485153,12.36149328,7.920031376,7.393625719,7.186550726,19.15343054,6.189455733,17.69091357,13.95695265,3.763223666,7.164063852,1.593193523,3.314183107,2.28868142,3.001516098,3.92260365,32.99965687,4.161040164,1.451515046,6.502772865,3.6843076,15.90897736,2.715333232,1.752845011,1.958898307,1.188853186,0.921862686,1.131167828,,,2.751710902,6.39087395,,
Colombia,COL,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,11.9674131,9.729185392,9.88353084,7.010217414,7.064800031,7.703978063,3.702261071,2.938419744,2.478835151,1.26866389,1.470819666,0.875095424,0.678191399,0.738910375,0.7534163,0.60206328,0.710586207,0.762706948,0.715792492,1.063426042,0.975696133,0.86311442,1.062565752,1.486153164,2.267382283,0.772727273,0.573348495,0.995243694,1.015741664,0.883457361,0.898456767,2.034750059,1.145654504,2.065984192,2.423976747,3.978468361,2.157881727,2.028346657,2.63853898,1.536476539,1.695859875,2.113396845,1.086659033,1.22817853,0.854142264,0.956324349,1.298458672,1.78280884,1.663255819,1.185912414,2.174552817,1.063333319,3.072809785,2.237849151,
Comoros,COM,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,125.9686151,91.35789147,74.31349608,71.83345271,59.35062248,71.32515154,62.11706425,60.8404438,56.57786996,56.35603515,48.07278476,61.41903458,43.21075213,48.29257629,41.51116612,39.34130228,,,,,,,,22.68835215,20.47658566,16.03197197,19.89177745,23.05815054,15.94138134,19.6017429,25.3593334,17.74244437,31.06466441,,22.18627497,24.52669119,19.89565055,21.82073314,25.40145338,20.61921305,38.05914468,36.14967442,
Cabo Verde,CPV,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,53.31399799,55.10254753,41.88163358,70.65228224,46.18390738,44.5085782,44.95716237,61.18818991,63.4784585,96.33643703,71.85541037,65.54201578,58.45920686,68.7803122,66.23011251,58.75569436,62.0759168,51.06399898,38.4868107,40.87400704,37.57099164,41.67477722,38.0359795,27.43776513,21.89452278,21.5035664,25.52144465,21.52801959,23.4455885,16.12030013,15.20980856,17.63745674,17.27395301,27.10167793,17.2145709,19.11108618,19.81590556,17.24990024,15.6832964,10.6283981,9.683015967,5.971842588,11.14541593,14.72252328,12.8598231,
Costa Rica,CRI,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,1.382899609,2.537015902,1.799964349,1.302055918,1.892384764,4.406639089,14.7512325,12.4250801,15.59034276,10.86238891,11.36813668,8.70597804,8.810557256,8.212150292,7.309449052,4.916741138,3.098185401,2.287323385,1.063834211,-0.004544471,0.07345279,0.490663725,0.047997673,0.336649426,0.192731453,0.171027435,0.481808594,0.287295553,0.319713291,0.274138532,0.477396693,0.495548204,0.940549519,0.702896417,0.209220601,0.155910455,0.173793614,0.2753714,0.560907359,0.484768409,0.439978058,0.406635985,0.226075332,0.969051478,0.294259464,
Caribbean small states,CSS,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,4.420480558,3.647911585,5.011505226,4.480699327,3.542010735,3.998859857,3.821959198,2.850745998,3.079290113,3.399297441,4.069999189,4.022434454,3.988571469,4.560003809,5.793579044,4.078374479,3.847916905,3.578012222,3.495948375,3.274515419,3.054524213,3.14276959,1.612188083,1.316488087,0.999545184,1.235791962,1.158228981,0.780035223,1.256960468,1.129647169,1.109973028,1.36642908,1.304563407,2.102065366,1.846148913,0.938157228,0.744511012,0.889859274,0.9917668,0.558170748,0.539906471,0.640176067,0.893903546,1.237378771,1.728701083,1.621113365,
Cuba,CUB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,10.52293511,13.04698248,5.359534152,2.527757729,3.735441447,3.150124916,2.094736881,1.250923377,1.031330761,2.407878719,2.144420826,2.065555972,1.812003539,1.406408427,1.131945173,1.131683298,0.592082862,1.012605809,1.16599425,0.403872545,0.401299946,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
