Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Djibouti,DJI,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.89488798,35.23640439,43.86170616,45.50985953,40.05942287,37.71840979,32.62910532,28.33654369,27.9865333,25.15984295,21.91399263,27.67029989,25.11888234,18.41592799,19.92377002,26.4143353,19.02284276,19.65342588,27.9374295,25.96837404,20.13311246,19.99625672,3.751167436,5.2168816,5.689930016,6.245685926,3.187521018,4.081546811,5.31662025,7.22145134,3.117665886,
Dominica,DMA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,22.436632,21.99999915,23.93939439,22.2358727,32.01818293,28.06083694,32.9273089,19.29822048,26.11916154,25.25114178,16.56407073,19.24071096,17.06408318,18.66276591,13.74672673,12.84777267,9.422141479,7.019842308,14.36490058,15.73756732,23.18494094,7.529736469,10.07520992,4.711371329,6.729191355,10.12719261,15.83732284,5.879556703,13.91699259,9.137322883,8.935334665,7.353934992,6.807314184,12.62795921,11.58718658,8.719645321,9.373522051,7.500824888,4.452142366,3.271729335,2.368761009,5.802314743,6.265378687,11.38728271,20.92588153,25.15947971,
Denmark,DNK,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,15.13825691,10.71317394,8.970888935,5.564424086,5.006120138,3.042262263,1.625791192,1.798580342,2.191138046,1.244514344,1.542159411,2.699688949,3.168268129,3.085722524,5.490021371,3.258928555,8.164430883,9.238511174,3.693925736,5.04229831,4.79619995,4.722910606,3.539833489,3.112540291,2.568346551,0.092990636,1.248908701,2.144320416,1.488339435,1.024273256,1.476410447,2.42534003,0.671390855,1.363884797,1.788514987,1.064835567,1.192432852,0.84948472,0.546547242,0.910682271,0.983522893,0.998341257,0.958947476,1.051163052,1.100623787,0.63579789,0.691314611,1.188164158,0.721224477,0.465358078,0.31415566,0.447424534,1.519436534,1.317161049,
Algeria,DZA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,1.436532854,1.796964269,0.918960459,1.409829801,1.092570846,0.905385172,0.66957349,0.884597711,1.312133496,1.420542799,2.117619966,1.623657695,1.345062311,2.664356578,1.984159438,,,,,,,,,,,,,,1.115005633,0.742633197,1.013388905,0.58623868,0.548968831,0.36187945,0.293202375,0.209974076,0.275867192,0.202496413,0.101774007,0.22517615,0.268935806,0.219645724,0.288810501,0.453839105,0.437472199,
East Asia & Pacific (excluding high income),EAP,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,3.583031723,3.501159069,3.483938438,3.284238508,4.315104473,4.602732422,4.392607379,3.947016816,3.983761398,3.314806841,3.761911113,2.942850091,2.587609949,2.084138687,1.560365032,1.47326262,2.192692753,2.381505569,1.632928066,1.400081383,1.2757191,0.868118115,0.668918147,0.771523575,0.542237668,0.501715881,0.422951043,0.535306916,0.392988051,0.249251081,0.278536197,0.346092291,0.267033408,0.25924945,0.238357415,0.228563998,0.196909106,0.17328591,0.328202567,0.210468582,
Early-demographic dividend,EAR,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,5.188670304,5.247118132,5.435049437,4.917899828,3.752880447,3.823828548,4.002257751,4.029807421,4.703399684,5.815746603,5.51579233,5.223858337,4.793477749,6.046620155,5.860530798,4.810633476,3.990441516,4.197101056,3.258681873,3.111053407,2.169450673,2.264432643,2.299058436,1.800573838,2.244021487,2.251275429,2.150711629,1.74482033,1.655021297,1.377502372,1.229290636,1.262095053,1.634628559,1.427748703,1.281947233,1.147066265,1.500018099,1.424451537,1.534139046,1.800811356,1.676001617,1.663388575,1.579181085,2.227831808,1.78650447,
East Asia & Pacific,EAS,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988223193,0.965351524,0.832794469,0.97432521,0.825975687,0.71659272,0.596917115,0.446869096,0.390982017,0.57814017,0.626891049,0.420818136,0.390424093,0.372785774,0.298748884,0.23598486,0.27980553,0.198651428,0.189152642,0.164125278,0.222136458,0.169997079,0.110538705,0.123823105,0.161504649,0.125430476,0.125119495,0.116074816,0.112479461,0.098634756,0.087135617,0.168926431,0.110814232,
Europe & Central Asia (excluding high income),ECA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.894819337,1.602956291,1.380646431,1.055210103,1.302044007,2.625857048,2.126137632,2.004666098,2.585270676,1.424517074,1.148799335,0.941712442,0.917837467,0.673588255,0.639507864,1.004623713,0.765795776,0.879051679,0.797921087,0.682887056,0.852183494,0.940755495,1.103315213,0.93721878,0.738189369,0.64111665,1.085098124,0.758502653,
Europe & Central Asia,ECS,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,0.041283835,0.032987941,0.026779978,0.057524916,0.079672493,0.06369817,0.058767688,0.037741617,0.027186121,0.023738112,0.030914718,0.029358126,0.02133344,0.013863669,0.053821769,0.084176538,0.083314677,0.141628065,0.106531599,0.095929074,0.09352558,0.076443491,0.080690373,0.123951436,0.109793583,0.10861973,0.146799835,0.088723859,0.07529144,0.067978859,0.07230129,0.056512791,0.062502299,0.089867937,0.075922028,0.093011725,0.093276947,0.081066492,0.091429959,0.086041744,0.097308028,0.089121623,0.067489891,0.060733288,0.100206754,0.074240454,
Ecuador,ECU,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,3.091688664,1.614817,1.255941364,1.855410184,0.905999806,0.850174212,1.016768304,1.715398198,2.094056326,2.372713561,2.90848495,5.060965809,4.352427818,3.7817396,3.85455506,4.647086437,5.539925089,3.784069188,3.258230392,2.785138138,3.821409908,2.179907979,2.266283957,2.738586924,2.423546363,2.13434231,2.567558831,2.124810233,1.590393607,1.857350598,1.34822081,1.283512474,1.094966178,1.217898827,0.709590612,0.650361838,0.508719349,0.484772919,0.518361791,1.234901212,1.133938215,0.827092446,1.376257396,1.740958022,1.477458747,0.998476027,
"Egypt, Arab Rep.",EGY,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,45.4924585,40.25139047,19.18782864,14.19239249,11.48154619,12.61232665,12.04121031,12.39171606,13.1899491,14.76242037,14.57869448,11.30850637,12.16836064,37.98108958,35.26430984,22.56383913,14.40128632,15.16219842,10.60539636,11.07526832,9.087726738,8.898936236,7.149886149,5.740974772,5.942955664,6.392280695,4.96328208,5.418881081,2.923756329,2.145213734,2.047359089,2.44717689,1.726828788,0.903605423,0.622438533,2.398815366,7.584036152,4.368674983,3.445173375,3.337925822,0.043381249,2.427653838,1.863050326,1.857823686,7.556081714,
Euro area,EMU,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,0.017591716,0.020832463,0.026965244,0.015825871,0.011272047,0.007716839,0.01114603,0.007031546,0.008426229,0.00379005,0.007135068,0.004508737,0.003488669,0.003215825,0.002521084,0.002437989,0.003235259,0.001484371,0.003896636,0.006147153,0.003561439,0.007477466,0.005086111,0.002464199,0.002172239,0.003036928,0.004742008,0.002266434,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33689044,19.44175019,24.02720709,24.29405237,34.88614866,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,19.9963314,23.21439387,26.81853186,24.22535827,28.81734776,21.78412458,34.06015342,33.01876032,62.40751372,49.87392799,47.98027745,71.04627982,59.34940335,74.83424079,128.1711971,79.34556281,99.79877891,81.15040349,57.21526688,57.18828361,39.61351799,35.12685218,33.7878294,41.11165092,50.26353387,63.9785143,61.25055747,48.32968928,39.02949649,38.2869452,37.55046927,34.42308524,42.08342986,34.60095855,29.482873,22.78325787,27.0017598,19.48839793,16.05619922,20.00011037,20.82130781,24.3047574,23.50899448,29.72956484,18.5969361,
European Union,EUU,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,0.01483269,0.017534496,0.022839001,0.013491589,0.009651586,0.006677418,0.009647064,0.006097184,0.007264034,0.003258217,0.006137959,0.003910004,0.003059789,0.002837829,0.002232556,0.002190287,0.002934234,0.001346248,0.003501866,0.010580429,0.005175186,0.011487492,0.006001301,0.003572453,0.003595904,0.004820867,0.007867442,0.006065113,0.003108012,0.002502506,0.002303503,0.003152314,0.002129652,0.002841453,0.002595136,0.001857831,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.873894102,8.420157901,11.84411643,10.21870602,18.49416263,13.83694192,9.426475237,8.024285399,8.633928597,7.894755301,7.02889726,6.013589487,6.881087691,7.045443921,8.448577511,11.81914417,11.93161049,11.24069083,9.584129131,14.20617094,11.58632815,
Finland,FIN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,5.616121315,5.463251407,5.323025438,5.353384515,5.262860658,5.373557417,5.616435236,7.105569172,6.478505186,8.248396334,5.123529759,5.052003741,4.91925702,6.80309122,5.675780759,3.282802823,3.411225027,3.480356635,3.362531231,3.424777609,3.126388957,2.588218099,2.284954057,2.982600063,3.297330949,3.436249787,3.241515614,2.4602155,2.256660887,1.630962757,3.723799446,3.469236949,2.81043722,3.802267537,2.964347882,3.015059173,3.663444494,4.13117715,4.512205665,3.435732692,3.4600394,8.344978213,22.79382623,
France,FRA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.33380251,25.23384955,49.0062576,51.31092304,52.55295449,45.13231785,,,,,,,,
Gabon,GAB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,3.177767211,2.198663953,2.885805091,2.090987025,3.120477834,3.085440734,3.720210051,2.779243293,3.698613523,4.719766755,5.580168324,6.602240319,5.359851631,5.982980956,2.556249765,3.992699279,8.566326206,5.935922772,4.714664262,1.418324086,1.637637021,1.970217406,0.478355259,0.390467489,3.284623185,-0.446485565,1.279862883,1.485135416,,1.292181426,1.254965815,1.366640863,1.571424144,0.906032872,0.890545656,1.142507941,1.615545299,1.876248671,,,,,,,
United Kingdom,GBR,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44448966,14.98635436,21.42894317,12.11302443,20.410065,19.99890185,11.46169753,11.8571169,8.454029401,7.839373181,6.037775451,10.08043369,13.73601915,8.549104231,5.942865809,6.345132113,6.154865229,4.999928215,4.562655101,4.58002354,3.969230094,4.626046138,3.692987536,9.744405633,5.736749174,
Ghana,GHA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,13.46677438,6.185972644,7.78251681,10.1835299,15.00064235,15.10170143,10.79065552,15.32700222,14.96965673,26.22047184,20.40638473,33.19428432,30.80433718,41.31127732,50.73961348,35.36935044,50.3411349,31.13758343,27.53072374,25.9755274,28.7248053,25.65216612,18.68300679,18.45502015,14.97998936,17.29276401,17.43501942,19.60148345,22.60734293,25.24297394,16.82493675,14.56618268,11.06493872,10.33601989,13.53296295,11.65667453,8.676781211,7.439899755,5.50332254,5.329141652,7.946796633,5.9948194,5.019467488,3.848612724,2.906487578,7.684930303,4.022139544,
Gibraltar,GIB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,23.48139215,33.30316842,28.84750364,37.44805507,26.16240346,30.8411206,41.4236364,40.62178206,31.67010078,37.51850473,28.29961144,39.91940702,33.04123256,22.58675635,15.76865196,29.82742218,24.76854975,23.89769983,27.46122767,17.87594089,13.33487349,15.73786627,18.37453249,13.76540774,11.67615159,7.145053755,19.25539439,14.28514712,17.87066642,18.76864813,10.64475488,10.88709001,14.75004667,12.43273052,11.17930996,9.735608391,
"Gambia, The",GMB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,29.08640346,23.76101976,27.84207254,44.19685021,34.11926197,31.26887928,50.42751003,48.35945853,131.6859342,63.7666498,49.43242605,55.46961245,45.88879751,40.76765435,42.05437994,29.73612373,27.39591754,18.95269447,12.04131252,13.62576961,,,,,,33.78174621,22.18978691,19.91826092,20.96585465,23.38251063,23.76115244,34.56830839,35.59066411,32.43787182,31.44466683,28.19426461,20.94930745,26.60261119,22.83652897,47.92597655,32.40815939,28.4092898,41.48031889,31.33439507,
Guinea-Bissau,GNB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,76.27261706,82.4999984,63.24418534,62.3977914,84.34835566,142.5802307,105.1303438,92.40717183,114.3935814,88.28754075,77.27597031,90.94757385,162.679605,106.5796615,172.6552094,120.9733814,,,,58.04209632,62.35717074,129.3107943,56.366346,42.54315093,50.18433941,50.94499095,45.40354271,48.35692776,40.99768588,32.28387508,27.64596066,36.63714013,30.94749966,25.98435674,84.21355607,23.67968767,27.15197747,20.35195272,30.65291475,28.14669161,
Equatorial Guinea,GNQ,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.99818356,42.35273831,67.41841586,60.72621854,52.7450091,64.33105457,53.26810772,42.76559149,15.10337478,5.906456678,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,10.09289286,6.418540402,5.102135716,6.105368109,7.999022168,7.418576713,9.29824571,37.941988,38.34853659,21.15256281,15.49452459,15.54051777,10.42017886,9.008922004,10.29387954,8.773812723,4.616537692,13.54215828,5.768615441,5.532882742,3.790791853,2.231346124,3.502644318,4.834252332,3.469740974,3.156259781,2.94786489,3.999976102,12.06766005,6.031005678,5.312160696,6.3280129,10.60516294,7.934864837,2.778044545,1.753006085,2.748317579,7.009969327,3.896612091,1.393044483,0.810458782,4.087915482,1.801084513,10.94298329,9.402817501,
Greenland,GRL,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,2.814686591,1.848778344,2.196157577,1.991362493,1.76158939,2.469560393,3.905447071,2.913692907,5.21649603,9.439771729,13.22000971,10.8870555,11.5122846,9.165804056,8.705432024,6.47656044,6.948501591,5.790966257,5.220807111,4.798698135,5.69011806,4.326644747,5.302901472,4.351818052,3.510918375,3.45176576,3.324999503,2.180034118,2.267167059,3.620749602,2.922860314,3.332351396,2.844527678,2.552665878,1.889856009,1.57346856,2.449312417,1.315712912,1.985214976,1.303311066,1.666375749,1.694203907,1.621722825,2.180362306,1.676824467,
Guam,GUM,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,3.145505643,7.742025585,7.405169807,4.951366047,9.343232362,6.149621076,3.984933599,2.832475447,3.033142379,,,,,,,9.864776457,11.90827518,8.734016298,8.123359143,11.1320049,27.56994016,9.441382422,7.232769692,7.825605838,7.966101467,6.117799135,7.827809161,12.02455272,10.55535371,11.49183517,5.991759936,7.061560312,7.37354287,5.865607088,4.662119129,4.506796365,4.213456829,7.151463772,1.764595799,3.455743428,2.169844824,3.101216647,2.157426447,1.323253475,1.677947555,
High income,HIC,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,0.143742576,0.147696513,0.162677187,0.117728836,0.12180429,0.094064871,0.097032236,0.085934456,0.112183796,0.09931775,0.124709491,0.119298363,0.079968143,0.064716702,0.061206445,0.061979545,0.065400428,0.0694474,0.06074785,0.054053415,0.032725545,0.058524465,0.019243203,0.026593299,0.01447306,0.005692961,0.006259987,0.006352788,0.005720215,0.004257582,0.003392194,0.003355557,0.002082209,0.003198772,0.004028453,0.003670591,0.002011732,0.001551031,0.001120298,0.000918661,0.000715171,0.001402724,0.001068521,0.000442649,0.000725135,0.001055707,0.00056782,
"Hong Kong SAR, China",HKG,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,4.120008452,7.82898181,5.134600564,4.391501863,5.68785478,6.572428499,6.643691365,7.125830987,11.72929771,13.57715635,17.0760556,18.44264707,20.57218647,19.05319292,21.04331679,16.89148997,29.69370713,21.02308653,19.95433883,16.82972375,13.47174011,17.75266588,9.37814251,9.864308081,9.2018566,23.31680912,10.69197846,14.58588864,9.819337557,7.268743353,10.23089261,10.79320035,7.414131368,4.835062225,4.568046306,5.568924626,5.421380907,3.31518488,4.882002846,5.454267601,5.126851627,4.577927306,3.585335406,3.56766475,4.710045166,3.233801417,10.10277246,3.555699605,
Heavily indebted poor countries (HIPC),HPC,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,20.55604577,23.45199319,21.38081959,19.59035223,23.23842291,23.96279906,25.11088151,27.22291023,32.08492914,34.9081256,38.04725353,39.28270243,42.14427211,44.43560442,44.19984659,41.20962441,46.26019382,40.7142326,32.10344247,27.86563576,25.95536697,24.64484841,22.80863223,25.75823795,31.29358464,36.91187849,32.25528103,27.25254392,25.81502676,24.18309293,21.1242693,26.27975901,23.77052698,19.79065316,17.53782285,15.72791381,14.80937571,15.36470863,15.73529647,15.95886674,14.95997638,15.20182349,21.48135177,15.87686392,
Croatia,HRV,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51801655,0.566817269,1.304128803,0.34284573,0.354724981,0.461350236,0.7011861,1.043172752,0.985356574,0.675245674,0.581474326,0.545046874,0.757314791,0.523216167,0.646284498,0.614628777,0.508290659,,,,,,,,,,,,
Haiti,HTI,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,7.512034238,8.223869146,7.766507506,9.283559748,24.90111424,24.89297743,23.4479007,22.75936204,21.78741785,19.06854458,18.00861694,23.25148296,22.67108516,21.07657586,23.73278812,35.97857233,39.87869411,26.43362401,38.90297574,28.85121488,30.91320903,38.56276939,39.76920631,249.5295555,78.67355374,41.81526386,31.03791177,33.37232233,16.9024222,13.18228327,12.82896713,12.02411922,13.04715431,17.79412777,19.419785,24.65650382,25.89931968,28.66993282,35.10165444,67.24096753,33.95465367,30.32285038,25.84637764,22.70171034,23.15089326,24.9905778,20.25277896,18.70571248,14.33879533,21.12217687,18.68223808,
Hungary,HUN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,2.241608241,2.327958768,2.262709113,2.465905497,2.833845189,2.901249181,2.695755533,2.53249438,3.503949444,3.577579573,2.808782295,2.243420187,2.154215667,1.757062893,1.512278205,1.264342709,1.41174039,1.595000354,1.190705858,1.196981023,1.229928145,1.072865013,0.935933606,1.4431907,0.842261917,0.692663606,0.65881863,0.644335896,0.459117377,0.435370633,0.394555377,0.425283396,0.443585592,0.441865535,0.480044829,0.411218655,0.331608047,0.291896413,0.459054768,0.401690958,
IDA & IBRD total,IBT,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,4.157645609,4.204445751,4.166415845,4.534400607,5.512250426,5.708961484,5.418875396,5.127784949,6.194156172,6.051523112,5.110372598,4.147017892,4.159218991,3.363451508,2.776369669,2.366130824,2.541417709,2.658453223,2.100588208,2.294131602,2.53110928,2.377451039,2.06199789,2.547351064,2.017803051,1.583369537,1.412480335,1.712906187,1.363161209,1.195921256,1.129853115,1.191090116,1.166711066,1.269683202,1.363402087,1.293359245,1.170795194,1.147503422,1.629126816,1.234202782,
IDA total,IDA,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,14.74017545,15.73777015,18.45808628,16.39826626,13.99926692,15.89664047,16.03955773,17.04801252,18.1961606,24.33448992,24.99487609,25.53239685,25.66330677,27.18709571,25.35223436,24.58946868,21.08853956,22.67494406,20.95426273,17.26546807,15.29625653,15.5097314,13.27195693,12.79551609,14.55074268,17.16899115,18.16011438,16.57477056,16.26901181,16.75727796,12.73077563,10.66972177,14.22317059,12.53364687,10.59748452,10.37390284,10.82787576,9.993825304,10.94000182,12.02764194,12.14461232,11.26372703,10.92675087,15.57279294,11.56391586,
IDA blend,IDB,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,5.753416885,5.825752393,6.088072046,6.299024052,4.908333895,6.121790438,6.152806703,7.071668545,6.926294982,9.645792514,8.641717744,11.1995338,12.69989682,11.01536629,9.905630137,10.74600108,8.63192988,9.71905352,8.181803672,8.12395375,7.368778994,7.536819696,5.236183923,5.686607545,7.470427137,8.180819859,5.951956097,6.154174404,11.78677849,14.69517309,5.880465417,3.364039247,5.599824466,5.435313228,4.568735198,4.23309491,4.788752479,4.937340769,5.523608671,5.945805528,5.754898357,4.64085872,4.863680692,7.436989787,5.965590948,
Indonesia,IDN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,3.753561152,3.347112075,2.791511448,2.744446621,2.667539437,3.47621881,5.697692188,6.779766385,6.584108963,4.809876318,4.727702093,4.641237193,4.240997278,3.042098569,2.030710079,1.588615059,1.123083229,2.338277562,3.959141736,2.459413657,2.451195608,2.122441763,2.707364742,0.121366806,2.451428747,1.182767439,0.612425518,0.739692665,0.744841314,0.787688838,0.164192747,0.02849669,0.028835028,-0.163443591,-0.014432466,-0.056029749,0.127081303,0.372036576,-0.282573152,0.623609201,0.238951121,
IDA only,IDX,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,30.85985728,27.45823719,24.53653064,26.56749254,25.38972309,25.63991027,27.11566439,33.98015118,36.8569413,36.03610544,35.40360621,39.90776625,38.48787488,35.53397506,31.33150352,32.28577426,28.03325041,22.51553258,19.82003282,19.52699935,18.47294879,16.74286486,18.75479795,22.54478344,26.14757849,22.86891477,19.45635251,18.31566855,17.85006379,16.20364984,20.2842398,17.7557271,15.02963707,14.42274556,14.52953863,13.07977833,14.00068129,14.91615445,15.34724929,14.85472794,14.48143157,19.694161,14.12484443,
Isle of Man,IMN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,25.10216705,28.51257671,14.07015013,11.97071853,10.97291644,12.52619023,11.01309228,8.98379219,9.865721854,8.757033831,7.805937162,9.380798288,7.095382834,7.050748688,5.766756264,4.199274053,8.742559603,7.142382072,4.222413923,5.497604128,3.242308906,3.193457323,2.605876446,2.482548142,2.177666678,1.718779713,2.190023769,2.098302682,0.711334155,0.557041413,0.966221326,0.577620943,0.446116452,0.502346092,0.702834587,0.609385598,0.564558405,0.275419433,0.413915043,0.506115313,0.599189659,0.520344545,0.527238722,0.354703728,0.379393202,0.32760415,0.400628813,
